Comic_Title,Publisher,Issue_Num,Published_Date
Guardians Team-Up (2015-Present),Marvel Comics,4,"June, 2015"
Guardians Team-Up (2015-Present),Marvel Comics,1A,"May, 2015"
Guardians Team-Up (2015-Present),Marvel Comics,2A,"May, 2015"
Guardians Team-Up (2015-Present),Marvel Comics,3A,"May, 2015"
Guardians Team-Up (2015-Present),Marvel Comics,9,"October, 2015"
Harley Quinn (2013-2016) ,DC Comics,Annual 1C,"December, 2014"
Harley Quinn (2013-2016) ,DC Comics,Annual 1D,"December, 2014"
Harley Quinn Road Trip Special,DC Comics,1C,"November, 2015"
Hawkeye (2012-2015),Marvel Comics,7A,"March, 2013"
Hawkeye (2012-2015),Marvel Comics,1A,"October, 2012"
Hawkeye (2012-2015),Marvel Comics,19,"September, 2014"
Hellboy: House of the Living Dead (2011),Dark Horse Comics,HC,"November, 2011"
Hellboy: In Hell (2012-Present),Dark Horse Comics,1A,"December, 2012"
Hellboy: In Hell (2012-Present),Dark Horse Comics,3,"February, 2013"
Hellboy: In Hell (2012-Present),Dark Horse Comics,2A,"January, 2013"
Hellboy: In Hell (2012-Present),Dark Horse Comics,4,"March, 2013"
Hero Cats Of Stellar City,Action Lab Entertainment,1A,"August, 2014"
Hero For Hire (1972-1973),Marvel Comics,1A,"June, 1972"
Hit-Girl (2012-2013),Marvel Comics/Icon,5A,"April, 2013"
Hit-Girl (2012-2013),Marvel Comics/Icon,1A,"August, 2012"
Hit-Girl (2012-2013),Marvel Comics/Icon,4A,"December, 2012"
Hit-Girl (2012-2013),Marvel Comics/Icon,3A,"November, 2012"
Hit-Girl (2012-2013),Marvel Comics/Icon,2A,"September, 2012"
Howard the Duck (1976-1986),Marvel Comics,1A,"January, 1976"
Howard the Human (2015),Marvel Comics,1A,"October, 2015"
Hugh Howey's Wool (2014),Cryptozoic,2,"August, 2014"
Hulk (2008-2012),Marvel Comics,1A,"March, 2008"
Imperial (2014),Image Comics,1,"August, 2014"
Imperial (2014),Image Comics,2,"September, 2014"
Incredible Hulk (1968-1999),Marvel Comics,162,"April, 1973"
Incredible Hulk (1968-1999),Marvel Comics,274B,"August, 1982"
Incredible Hulk (1968-1999),Marvel Comics,122,"December, 1969"
Incredible Hulk (1968-1999),Marvel Comics,366A,"February, 1990"
Incredible Hulk (1968-1999),Marvel Comics,365A,"January, 1990"
Incredible Hulk (1968-1999),Marvel Comics,117,"July, 1969"
Incredible Hulk (1968-1999),Marvel Comics,308A,"June, 1985"
Incredible Hulk (1968-1999),Marvel Comics,367A,"March, 1990"
Incredible Hulk (1968-1999),Marvel Comics,271B,"May, 1982"
Incredible Hulk (1968-1999),Marvel Comics,364A,"Mid December, 1989"
Incredible Hulk (1968-1999),Marvel Comics,181A,"November, 1974"
Incredible Hulk (1968-1999),Marvel Comics,107,"September, 1968"
Incredible Hulk (2000-2008),Marvel Comics,103,"April, 2007"
Incredible Hulk (2000-2008),Marvel Comics,100A,"January, 2007"
Incredible Hulk (2000-2008),Marvel Comics,94,"June, 2006"
Incredible Hulk (2000-2008),Marvel Comics,102,"March, 2007"
Indestructible Hulk (2013-Present),Marvel Comics,4A,"April, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,9A,"August, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,14A,"December, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,2A,"February, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,1A,"January, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,7,"July, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,8,"July, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,6A,"June, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,3A,"March, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,5A,"May, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,13A,"November, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,10,"September, 2013"
Indestructible Hulk (2013-Present),Marvel Comics,11A,"September, 2013"
Indestructible Hulk Special (2013),Marvel Comics,1A,"December, 2013"
Infinity (2013-2014),Marvel Comics,5E,"December, 2013"
Infinity (2013-2014),Marvel Comics,4A,"December, 2013"
Infinity (2013-2014),Marvel Comics,5A,"December, 2013"
Infinity (2013-2014),Marvel Comics,6A,"January, 2014"
Infinity (2013-2014),Marvel Comics,2A,"November, 2013"
Infinity (2013-2014),Marvel Comics,3A,"November, 2013"
Infinity (2013-2014),Marvel Comics,1A,"October, 2013"
Infinity (2013-2014),Marvel Comics,1B,"October, 2013"
Infinity Gauntlet (1991),Marvel Comics,2B,"August, 1991"
Infinity Gauntlet (1991),Marvel Comics,6B,"December, 1991"
Infinity Gauntlet (1991),Marvel Comics,1B,"July, 1991"
Infinity Gauntlet (1991),Marvel Comics,5B,"November, 1991"
Infinity Gauntlet (1991),Marvel Comics,4B,"October, 1991"
Infinity Gauntlet (1991),Marvel Comics,3B,"September, 1991"
Infinity Gauntlet (2015-2016),Marvel Comics,2A,"August, 2015"
Infinity Gauntlet (2015-2016),Marvel Comics,1A,"July, 2015"
Infinity Gauntlet (2015-2016),Marvel Comics,4,"November, 2015"
Infinity Gauntlet (2015-2016),Marvel Comics,3A,"October, 2015"
Inhuman (2014-2015),Marvel Comics,12A,"April, 2015"
Inhuman (2014-2015),Marvel Comics,7A,"December, 2014"
Inhuman (2014-2015),Marvel Comics,9,"February, 2015"
Inhuman (2014-2015),Marvel Comics,10,"February, 2015"
Inhuman (2014-2015),Marvel Comics,8,"January, 2015"
Inhuman (2014-2015),Marvel Comics,2A,"July, 2014"
Inhuman (2014-2015),Marvel Comics,Annual 1A,"July, 2015"
Inhuman (2014-2015),Marvel Comics,11A,"March, 2015"
Inhuman (2014-2015),Marvel Comics,13A,"May, 2015"
Inhuman (2014-2015),Marvel Comics,5A,"November, 2014"
Inhuman (2014-2015),Marvel Comics,6A,"November, 2014"
Inhuman (2014-2015),Marvel Comics,3A,"October, 2014"
Inhuman (2014-2015),Marvel Comics,4A,"October, 2014"
Inhuman Special (2015),Marvel Comics,1A,"June, 2015"
Inhumanity (2014),Marvel Comics,1A,"February, 2014"
Inhumanity (2014),Marvel Comics,2,"March, 2014"
Inhumanity: The Superior Spider-Man (2014),Marvel Comics,1,"March, 2014"
Iron Man (1968-1996),Marvel Comics,55,"February, 1973"
Iron Man (1968-1996),Marvel Comics,118,"January, 1979"
Iron Man (1968-1996),Marvel Comics,254B,"March, 1990"
Iron Man (2005-2009),Marvel Comics,2,"February, 2005"
Iron Man (2005-2009),Marvel Comics,1A,"January, 2005"
Iron Man (2005-2009),Marvel Comics,1A,"January, 2005"
Iron Man (2005-2009),Marvel Comics,3,"March, 2005"
Iron Man (2005-2009),Marvel Comics,5,"March, 2006"
Iron Man (2005-2009),Marvel Comics,6,"May, 2006"
Iron Man (2005-2009),Marvel Comics,4A,"October, 2005"
Iron Man (2012-2014),Marvel Comics,4A,"February, 2013"
Iron Man (2012-2014),Marvel Comics,3A,"February, 2013"
Iron Man (2012-2014),Marvel Comics,1A,"January, 2013"
Iron Man (2012-2014),Marvel Comics,2A,"January, 2013"
Iron Man (2012-2014),Marvel Comics,5A,"March, 2013"
Itty Bitty Hellboy (2013),Dark Horse Comics,1A,"August, 2013"
Journey Into Mystery (1952-1966),Marvel Comics,118,"July, 1965"
Journey To Star Wars: The Force Awakens - Shattered Empire,Marvel Comics,2A,"December, 2015"
Journey To Star Wars: The Force Awakens - Shattered Empire,Marvel Comics,3A,"December, 2015"
Journey To Star Wars: The Force Awakens - Shattered Empire,Marvel Comics,4A,"December, 2015"
Journey To Star Wars: The Force Awakens - Shattered Empire,Marvel Comics,1B,"November, 2015"
Journey To Star Wars: The Force Awakens - Shattered Empire,Marvel Comics,1A,"November, 2015"
Jupiter's Legacy (2013-2015),Image Comics,1A,"April, 2013"
Jupiter's Legacy (2013-2015),Image Comics,5A,"January, 2015"
Jupiter's Legacy (2013-2015),Image Comics,2C,"June, 2013"
Jupiter's Legacy (2013-2015),Image Comics,4C,"March, 2014"
Jupiter's Legacy (2013-2015),Image Comics,3C,"September, 2013"
Justice League (2011-2016),DC Comics,6A,"April, 2012"
Justice League (2011-2016),DC Comics,10A,"August, 2012"
Justice League (2011-2016),DC Comics,2A,"December, 2011"
Justice League (2011-2016),DC Comics,12G,"December, 2012"
Justice League (2011-2016),DC Comics,13A,"December, 2012"
Justice League (2011-2016),DC Comics,4A,"February, 2012"
Justice League (2011-2016),DC Comics,15A,"February, 2013"
Justice League (2011-2016),DC Comics,3A,"January, 2012"
Justice League (2011-2016),DC Comics,14A,"January, 2013"
Justice League (2011-2016),DC Comics,HC Vol 1A,"July, 2012"
Justice League (2011-2016),DC Comics,9A,"July, 2012"
Justice League (2011-2016),DC Comics,20A,"July, 2013"
Justice League (2011-2016),DC Comics,8A,"June, 2012"
Justice League (2011-2016),DC Comics,19A,"June, 2013"
Justice League (2011-2016),DC Comics,5A,"March, 2012"
Justice League (2011-2016),DC Comics,16A,"March, 2013"
Justice League (2011-2016),DC Comics,17A,"March, 2013"
Justice League (2011-2016),DC Comics,38A,"March, 2015"
Justice League (2011-2016),DC Comics,7A,"May, 2012"
Justice League (2011-2016),DC Comics,0A,"November, 2012"
Justice League (2011-2016),DC Comics,23.1A,"November, 2013"
Justice League (2011-2016),DC Comics,1A,"October, 2011"
Justice League (2011-2016),DC Comics,1L,"October, 2011"
Justice League (2011-2016),DC Comics,12B,"October, 2012"
Justice League (2011-2016),DC Comics,11A,"September, 2012"
Justice League of America (2013-2014),DC Comics,1A,"April, 2013"
Justice League of America's Vibe (2013-2014),DC Comics,1A,"April, 2013"
Kang & Kodos (2014),Bongo Comics,1,"August, 2014"
Kick-Ass 3 (2013-2014),Marvel Comics/Icon,1A,"August, 2013"
Lazarus (2013-Present),Image Comics,1A,"June, 2013"
League of Extraordinary Gentlemen (1999-2001),America's Best Comics,2,"April, 1999"
League of Extraordinary Gentlemen (1999-2001),America's Best Comics,5A,"June, 2000"
League of Extraordinary Gentlemen (1999-2001),America's Best Comics,1A,"March, 1999"
League of Extraordinary Gentlemen (1999-2001),America's Best Comics,3,"May, 1999"
League of Extraordinary Gentlemen (1999-2001),America's Best Comics,4,"November, 1999"
League of Extraordinary Gentlemen (1999-2001),America's Best Comics,6,"September, 2000"
Legend of Luther Strode,Image Comics,6A,"August, 2013"
Legend of Luther Strode,Image Comics,1A,"December, 2012"
Legend of Luther Strode,Image Comics,3A,"February, 2013"
Legend of Luther Strode,Image Comics,2A,"January, 2013"
Legend of Luther Strode,Image Comics,4A,"March, 2013"
Legend of Luther Strode,Image Comics,5A,"May, 2013"
Legendary Star-Lord (2014-2015),Marvel Comics,9A,"April, 2015"
Legendary Star-Lord (2014-2015),Marvel Comics,11A,"June, 2015"
Legendary Star-Lord (2014-2015),Marvel Comics,10A,"May, 2015"
Legends (1986-1987),DC Comics,3B,"January, 1987"
Legends (1986-1987),DC Comics,1B,"November, 1986"
Lost Vegas (2013),Image Comics,1B,"March, 2013"
Low (2014-Present),Image Comics,2A,"August, 2014"
Low (2014-Present),Image Comics,1A,"July, 2014"
M.O.D.O.K. Assassin (2015),Marvel Comics,1A,"July, 2015"
Manifest Destiny (2013-Present),Image Comics,1A,"November, 2013"
Mara (2012-2013),Image Comics,1,"December, 2012"
Marvel 2015 Calendar (2015),Marvel Comics,1,"February, 2015"
Marvel Age (1983-1994),Marvel Comics,86,"March, 1990"
Marvel Comics Presents (1988-1995),Marvel Comics,9B,"December, 1988"
Marvel Comics Presents (1988-1995),Marvel Comics,4B,"Early October, 1988"
Marvel Comics Presents (1988-1995),Marvel Comics,24,"July, 1989"
Marvel Knights Spider-Man (2004-2006),Marvel Knights,19A,"December, 2005"
Marvel Knights Spider-Man (2004-2006),Marvel Knights,21A,"February, 2006"
Marvel Knights Spider-Man (2004-2006),Marvel Knights,20A,"January, 2006"
Marvel Knights Spider-Man (2004-2006),Marvel Knights,22A,"March, 2006"
Marvel Premiere (1972-1981),Marvel Comics,1,"April, 1972"
Marvel Premiere (1972-1981),Marvel Comics,47A,"April, 1979"
Marvel Premiere (1972-1981),Marvel Comics,15,"May, 1974"
Marvel Preview (1975-1981),Marvel Comics,4,"January, 1976"
Marvel Preview (1975-1981),Marvel Comics,7,"June, 1976"
Marvel Preview (1975-1981),Marvel Comics,15,"Summer, 1978"
Marvel Previews: Secret Wars (2015),Marvel Comics,2,"June, 2015"
Marvel Saga (1985-1987),Marvel Comics,2B,"January, 1986"
Marvel Saga (1985-1987),Marvel Comics,10,"September, 1986"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,12B,"April, 1985"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,4B,"August, 1984"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,8B,"December, 1984"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,8B,"December, 1984"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,10B,"February, 1985"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,9B,"January, 1985"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,3B,"July, 1984"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,2B,"June, 1984"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,11B,"March, 1985"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,1B,"May, 1984"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,7B,"November, 1984"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,6B,"October, 1984"
Marvel Super-Heroes Secret Wars (1984-1985),Marvel Comics,5B,"September, 1984"
Marvel Tales (1964-1994),Marvel Comics,222A,"April, 1989"
Marvel Tales (1964-1994),Marvel Comics,82A,"August, 1977"
Marvel Tales (1964-1994),Marvel Comics,118B,"August, 1980"
Marvel Tales (1964-1994),Marvel Comics,218,"December, 1988"
Marvel Tales (1964-1994),Marvel Comics,231,"December, 1989"
Marvel Tales (1964-1994),Marvel Comics,234,"February, 1990"
Marvel Tales (1964-1994),Marvel Comics,219,"January, 1989"
Marvel Tales (1964-1994),Marvel Comics,233A,"January, 1990"
Marvel Tales (1964-1994),Marvel Comics,225,"July, 1989"
Marvel Tales (1964-1994),Marvel Comics,65,"March, 1976"
Marvel Tales (1964-1994),Marvel Comics,113A,"March, 1980"
Marvel Tales (1964-1994),Marvel Comics,235,"March, 1990"
Marvel Tales (1964-1994),Marvel Comics,223,"May, 1989"
Marvel Tales (1964-1994),Marvel Comics,232,"Mid December, 1989"
Marvel Tales (1964-1994),Marvel Comics,230,"Mid November, 1989"
Marvel Tales (1964-1994),Marvel Comics,229,"November, 1989"
Marvel Tales (1964-1994),Marvel Comics,72,"October, 1976"
Marvel Tales (1964-1994),Marvel Comics,192B,"October, 1986"
Marvel Tales (1964-1994),Marvel Comics,228,"October, 1989"
Marvel Tales (1964-1994),Marvel Comics,227,"September, 1989"
Marvel Team-Up (1972-1985),Marvel Comics,100A,"December, 1980"
Marvel Team-Up (1972-1985),Marvel Comics,124A,"December, 1982"
Marvel Team-Up (1972-1985),Marvel Comics,65A,"January, 1978"
Marvel Team-Up (1972-1985),Marvel Comics,95A,"July, 1980"
Marvel Team-Up (1972-1985),Marvel Comics,129A,"May, 1983"
Marvel Two-In-One (1974-1983),Marvel Comics,Annual 2,"May, 1977"
Marvel Zombies (2006),Marvel Comics,3A,"April, 2006"
Marvel Zombies (2006),Marvel Comics,1A,"February, 2006"
Marvel Zombies (2006),Marvel Comics,5A,"June, 2006"
Marvel Zombies (2006),Marvel Comics,4B,"June, 2006"
Marvel Zombies (2006),Marvel Comics,2,"March, 2006"
Marvel Zombies (2006),Marvel Comics,4A,"May, 2006"
Marvels (1994),Marvel Comics,4A,"April, 1994"
Marvels (1994),Marvel Comics,2A,"February, 1994"
Marvels (1994),Marvel Comics,1A,"January, 1994"
Marvels (1994),Marvel Comics,3A,"March, 1994"
Mask (1987),DC Comics,6,"July, 1987"
Mask (1987),DC Comics,5,"June, 1987"
Micronauts: The New Voyages (1984-1986),Marvel Comics,8,"May, 1985"
Mighty Avengers (2013-2014),Marvel Comics,2A,"December, 2013"
Mighty Avengers (2013-2014),Marvel Comics,3A,"January, 2014"
Mighty Avengers (2013-2014),Marvel Comics,1A,"November, 2013"
Miracleman (2014-2015),Marvel Comics,1A,"March, 2014"
Morbius: The Living Vampire (2013),Marvel Comics,1A,"March, 2013"
Namor the Sub-Mariner (1990-1995),Marvel Comics,1,"April, 1990"
Namor the Sub-Mariner (1990-1995),Marvel Comics,5A,"August, 1990"
Namor the Sub-Mariner (1990-1995),Marvel Comics,4A,"July, 1990"
Namor the Sub-Mariner (1990-1995),Marvel Comics,3A,"June, 1990"
Namor the Sub-Mariner (1990-1995),Marvel Comics,2,"May, 1990"
Namor the Sub-Mariner (1990-1995),Marvel Comics,6A,"September, 1990"
New Avengers (2005-2010),Marvel Comics,31A,"August, 2007"
New Avengers (2005-2010),Marvel Comics,1A,"January, 2005"
New Avengers (2010-2013),Marvel Comics,34A,"January, 2013"
New Avengers (2010-2013),Marvel Comics,32,"January, 2013"
New Avengers (2010-2013),Marvel Comics,33,"January, 2013"
New Avengers (2013-2015),Marvel Comics,3A,"April, 2013"
New Avengers (2013-2015),Marvel Comics,7A,"August, 2013"
New Avengers (2013-2015),Marvel Comics,11A,"December, 2013"
New Avengers (2013-2015),Marvel Comics,12,"January, 2014"
New Avengers (2013-2015),Marvel Comics,6,"July, 2013"
New Avengers (2013-2015),Marvel Comics,5A,"June, 2013"
New Avengers (2013-2015),Marvel Comics,1A,"March, 2013"
New Avengers (2013-2015),Marvel Comics,2A,"March, 2013"
New Avengers (2013-2015),Marvel Comics,4A,"May, 2013"
New Avengers (2013-2015),Marvel Comics,9,"October, 2013"
New Avengers (2013-2015),Marvel Comics,8,"September, 2013"
New Avengers: Illuminati - Secret History (2007),Marvel Comics,1,"May, 2007"
New Avengers: Illuminati (2007-2008),Marvel Comics,1A,"February, 2007"
New Avengers: Illuminati (2007-2008),Marvel Comics,5,"January, 2008"
New Avengers: Illuminati (2007-2008),Marvel Comics,3,"July, 2007"
New Avengers: Illuminati (2007-2008),Marvel Comics,3,"July, 2007"
New Avengers: Illuminati (2007-2008),Marvel Comics,2,"March, 2007"
New Avengers: Illuminati (2007-2008),Marvel Comics,4,"September, 2007"
New Avengers: Illuminati (2007-2008),Marvel Comics,4,"September, 2007"
New Mutants (1983-1991),Marvel Comics,26B,"April, 1985"
New Mutants (1983-1991),Marvel Comics,98B,"February, 1991"
New Mutants (1983-1991),Marvel Comics,1B,"March, 1983"
New Mutants (1983-1991),Marvel Comics,25B,"March, 1985"
New Mutants (1983-1991),Marvel Comics,87B,"March, 1990"
New Mutants (1983-1991),Marvel Comics,Annual 2B,"October, 1986"
New Teen Titans (1980-1984),DC Comics,Annual 2,1983
New Teen Titans (1980-1984),DC Comics,2A,"December, 1980"
New Warriors (2014-2015),Marvel Comics,1A,"April, 2014"
New Warriors (2014-2015),Marvel Comics,3A,"June, 2014"
New Warriors (2014-2015),Marvel Comics,2A,"May, 2014"
Next Men (1992-1994),Dark Horse Comics,21,"December, 1993"
Night of the Living Deadpool (2014),Marvel Comics,1A,"March, 2014"
NightMask (1986-1987),Marvel Comics,1B,"November, 1986"
Nightwing (2011-2014),DC Comics,15B,"February, 2013"
Nightwing (2011-2014),DC Comics,14,"January, 2013"
Nightwing (2011-2014),DC Comics,16,"March, 2013"
Nightwing (2011-2014),DC Comics,18A,"May, 2013"
Nova (1976-1979),Marvel Comics,1,"September, 1976"
Nova (2013-2015),Marvel Comics,1A,"April, 2013"
Nova (2013-2015),Marvel Comics,1A,"April, 2013"
Nova (2013-2015),Marvel Comics,5A,"August, 2013"
Nova (2013-2015),Marvel Comics,9,"December, 2013"
Nova (2013-2015),Marvel Comics,10A,"January, 2014"
Nova (2013-2015),Marvel Comics,4A,"July, 2013"
Nova (2013-2015),Marvel Comics,3A,"June, 2013"
Nova (2013-2015),Marvel Comics,2A,"May, 2013"
Nova (2013-2015),Marvel Comics,28A,"May, 2015"
Nova (2013-2015),Marvel Comics,8A,"November, 2013"
Nova (2013-2015),Marvel Comics,7,"October, 2013"
Nova (2013-2015),Marvel Comics,6,"September, 2013"
Obi-Wan & Anakin (2016),Marvel Comics,2A,"April, 2016"
Obi-Wan & Anakin (2016),Marvel Comics,1A,"March, 2016"
Obi-Wan & Anakin (2016),Marvel Comics,3,"May, 2016"
ODY-C (2014-Present),Image Comics,1A,"November, 2014"
Official Handbook of the Marvel Universe Update '89 (1989),Marvel Comics,7,"December, 1989"
Official Handbook of the Marvel Universe Update '89 (1989),Marvel Comics,8,"December, 1989"
Official Handbook of the Marvel Universe Update '89 (1989),Marvel Comics,5,"November, 1989"
Official Handbook of the Marvel Universe Update '89 (1989),Marvel Comics,6,"November, 1989"
Old Man Logan (2015),Marvel Comics,2A,"August, 2015"
Old Man Logan (2015),Marvel Comics,1A,"July, 2015"
Omega Men (1983-1986),DC Comics,3,"June, 1983"
Origin II (2014),Marvel Comics,1A,"February, 2014"
Original Sin (2014),Marvel Comics,3A,"August, 2014"
Original Sin (2014),Marvel Comics,3.1A,"August, 2014"
Original Sin (2014),Marvel Comics,4A,"August, 2014"
Original Sin (2014),Marvel Comics,Annual 1A,"December, 2014"
Original Sin (2014),Marvel Comics,1A,"July, 2014"
Original Sin (2014),Marvel Comics,2A,"July, 2014"
Original Sin (2014),Marvel Comics,0A,"June, 2014"
Original Sin (2014),Marvel Comics,8A,"November, 2014"
Original Sin (2014),Marvel Comics,5.5,"November, 2014"
Original Sin (2014),Marvel Comics,3.4,"October, 2014"
Original Sin (2014),Marvel Comics,5.3,"October, 2014"
Original Sin (2014),Marvel Comics,5.4,"October, 2014"
Original Sin (2014),Marvel Comics,7A,"October, 2014"
Original Sin (2014),Marvel Comics,3.2,"September, 2014"
Original Sin (2014),Marvel Comics,3.3,"September, 2014"
Original Sin (2014),Marvel Comics,5A,"September, 2014"
Original Sin (2014),Marvel Comics,5.1A,"September, 2014"
Original Sin (2014),Marvel Comics,5.2A,"September, 2014"
Original Sin (2014),Marvel Comics,6A,"September, 2014"
Original Sins (2014),Marvel Comics,1,"August, 2014"
Outcast (2014-Present),Image Comics,8,"April, 2015"
Outcast (2014-Present),Image Comics,3A,"August, 2014"
Outcast (2014-Present),Image Comics,11,"August, 2015"
Outcast (2014-Present),Image Comics,6A,"December, 2014"
Outcast (2014-Present),Image Comics,14,"December, 2015"
Outcast (2014-Present),Image Comics,16,"February, 2016"
Outcast (2014-Present),Image Comics,15,"January, 2016"
Outcast (2014-Present),Image Comics,2A,"July, 2014"
Outcast (2014-Present),Image Comics,1A,"June, 2014"
Outcast (2014-Present),Image Comics,1A,"June, 2014"
Outcast (2014-Present),Image Comics,7,"March, 2015"
Outcast (2014-Present),Image Comics,17,"March, 2016"
Outcast (2014-Present),Image Comics,5A,"November, 2014"
Outcast (2014-Present),Image Comics,4A,"September, 2014"
Outcast (2014-Present),Image Comics,12,"September, 2015"
Paper Girls (2015-Present),Image Comics,3,"December, 2015"
Paper Girls (2015-Present),Image Comics,5,"February, 2016"
Paper Girls (2015-Present),Image Comics,4,"January, 2016"
Paper Girls (2015-Present),Image Comics,2,"November, 2015"
Paper Girls (2015-Present),Image Comics,1A,"October, 2015"
Preacher (1995-2000),DC Comics/Vertigo Comics,1A,"April, 1995"
Pretty Deadly (2013-Present),Image Comics,1A,"October, 2013"
Princess  Leia (2015),Marvel Comics,1B,"May, 2015"
Protectors Inc. (2013-2014),Image Comics,1A,"November, 2013"
Psi-Force (1986-1989),Marvel Comics,2,"December, 1986"
Punisher (2011-2012),Marvel Comics,10C,"May, 2012"
Punisher Armory (1990-1994),Marvel Comics,1,"July, 1990"
Punisher: War Journal (1988-1995),Marvel Comics,15,"February, 1990"
Punisher: War Journal (1988-1995),Marvel Comics,14,"January, 1990"
Punk Rock Jesus (2012-2013),DC Comics/Vertigo Comics,1,"September, 2012"
Punks: The Comic (2014-2015),Image Comics,1B,"October, 2014"
Quasar (1989-1994),Marvel Comics,9A,"April, 1990"
Quasar (1989-1994),Marvel Comics,13A,"August, 1990"
Quasar (1989-1994),Marvel Comics,4A,"December, 1989"
Quasar (1989-1994),Marvel Comics,7A,"February, 1990"
Quasar (1989-1994),Marvel Comics,6A,"January, 1990"
Quasar (1989-1994),Marvel Comics,11A,"June, 1990"
Quasar (1989-1994),Marvel Comics,8A,"March, 1990"
Quasar (1989-1994),Marvel Comics,10A,"May, 1990"
Quasar (1989-1994),Marvel Comics,5A,"Mid December, 1989"
Quasar (1989-1994),Marvel Comics,3A,"Mid November, 1989"
Quasar (1989-1994),Marvel Comics,2A,"November, 1989"
Quasar (1989-1994),Marvel Comics,1A,"October, 1989"
Red Hood and the Outlaws (2011-2015),DC Comics,17,"April, 2013"
Red Hood and the Outlaws (2011-2015),DC Comics,15,"February, 2013"
Red Hood and the Outlaws (2011-2015),DC Comics,14,"January, 2013"
Red Hood and the Outlaws (2011-2015),DC Comics,16,"March, 2013"
Red Hood and the Outlaws (2011-2015),DC Comics,18A,"May, 2013"
Red One (2015-Present),Image Comics,1,"March, 2015"
Red Ten (2013-Present),ComixTribe,1A,"January, 2013"
Repossessed (2013),Image Comics,1,"January, 2013"
Rocket Girl (2013-Present),Image Comics,1B,"October, 2013"
Rocket Raccoon (2014-2015),Marvel Comics,8A,"April, 2015"
Rocket Raccoon (2014-2015),Marvel Comics,4A,"December, 2014"
Rocket Raccoon (2014-2015),Marvel Comics,6,"February, 2015"
Rocket Raccoon (2014-2015),Marvel Comics,5A,"January, 2015"
Rocket Raccoon (2014-2015),Marvel Comics,7A,"March, 2015"
Rocket Raccoon (2014-2015),Marvel Comics,3A,"November, 2014"
Rocket Raccoon (2014-2015),Marvel Comics,2A,"October, 2014"
Rocket Raccoon (2014-2015),Marvel Comics,1A,"September, 2014"
Rocket Raccoon (FCBD 2014),Marvel Comics,1,"May, 2014"
Saga (2012-Present),Image Comics,12,"April, 2013"
Saga (2012-Present),Image Comics,27,"April, 2015"
Saga (2012-Present),Image Comics,6A,"August, 2012"
Saga (2012-Present),Image Comics,13A,"August, 2013"
Saga (2012-Present),Image Comics,22,"August, 2014"
Saga (2012-Present),Image Comics,8A,"December, 2012"
Saga (2012-Present),Image Comics,8A,"December, 2012"
Saga (2012-Present),Image Comics,17,"December, 2013"
Saga (2012-Present),Image Comics,32,"December, 2015"
Saga (2012-Present),Image Comics,10,"February, 2013"
Saga (2012-Present),Image Comics,25,"February, 2015"
Saga (2012-Present),Image Comics,34,"February, 2016"
Saga (2012-Present),Image Comics,9,"January, 2013"
Saga (2012-Present),Image Comics,18,"January, 2014"
Saga (2012-Present),Image Comics,33,"January, 2016"
Saga (2012-Present),Image Comics,5A,"July, 2012"
Saga (2012-Present),Image Comics,5A,"July, 2012"
Saga (2012-Present),Image Comics,21,"July, 2014"
Saga (2012-Present),Image Comics,30,"July, 2015"
Saga (2012-Present),Image Comics,2A,"June, 2012"
Saga (2012-Present),Image Comics,4A,"June, 2012"
Saga (2012-Present),Image Comics,4A,"June, 2012"
Saga (2012-Present),Image Comics,20,"June, 2014"
Saga (2012-Present),Image Comics,29,"June, 2015"
Saga (2012-Present),Image Comics,1A,"March, 2012"
Saga (2012-Present),Image Comics,11,"March, 2013"
Saga (2012-Present),Image Comics,26,"March, 2015"
Saga (2012-Present),Image Comics,35,"March, 2016"
Saga (2012-Present),Image Comics,3A,"May, 2012"
Saga (2012-Present),Image Comics,19A,"May, 2014"
Saga (2012-Present),Image Comics,28,"May, 2015"
Saga (2012-Present),Image Comics,7A,"November, 2012"
Saga (2012-Present),Image Comics,7A,"November, 2012"
